pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
-4.479793574532165,-1.6257996059972766,1.0481524637880553,0.9356890228558101,-0.9173971911208316,1.0277828016345991,-0.8315387568468835,-1.4712378392212557,0.5151837567101454,0.44949780610587514,-1.242865329689788,-0.16977154173897507,-0.8593278959332565,-0.2631050601728632,1.36112620926711,-0.6554178052059577,0.8885248839463548,0.09972378231788245,-0.4706070616460167,0.012551823372873078,0.19236575834510572,0.19905456065958863,-0.5028907362905315,0.22833715281576628,-0.3527442885183289,3
-4.356073800672298,-0.06828908459611795,2.0161738789592523,1.516782559801425,0.4188641500881956,-0.5825346369821222,-1.7148938853698275,0.026680837075264786,0.9852777261265904,0.8307246040106224,-1.7235565666115056,1.1714812044903304,0.2655749883632724,0.2764253312481159,0.13361474257891023,-0.15766363626193525,0.5058845381894702,-0.35913419592112983,0.4208030464384965,-0.9290580163248194,-0.49504058408098717,0.3060185486383534,-0.8883671294954654,-0.23723598586233688,-0.7100424708480789,3
-4.243180593897791,2.560961621101425,4.363071909949573,-0.18253227544735418,-1.7738799941323375,-0.36287313879931177,-0.43152756794124897,1.3080317997112598,0.4497808964476581,1.9575299671388258,0.18935495979825545,2.290069103793301,-1.1978075888104507,0.1311598406352308,0.7868889415959626,-1.2679364705251346,-0.6246276084927429,0.5046827453753961,0.5591949379479775,0.08161800299329396,-0.2560915179478377,-0.2428722873699228,-0.43472444005325045,-0.35672382507326306,0.646996038319559,4
3.0137484824404606,0.7259831169811173,2.326672073071526,3.288182786445369,2.309573602566923,1.9099851671964063,1.083119155210933,-0.22678647572419963,-0.11298768769646957,-0.19113155606158072,-0.13919677632128685,-1.4086158340271622,-0.38401990096411864,1.1510026166434426,0.504961504417682,1.558103681589934,-0.2735009921864603,0.8912814596989288,-1.533582882038962,0.7000661880153681,0.11340176353335168,-0.1864384826977028,-0.5660170999849331,-0.06606873024932966,-0.5000483553247193,3
-4.246564872071769,5.966600449714757,-0.2463020573489134,0.7899785226475807,2.096761255503156,-1.7123393665878097,0.7690247723748279,-0.5169497160801192,0.7885774242556375,1.1256382610100664,-1.6424601310549785,0.1428276962874315,-0.7278650435412043,-0.05162604892068469,-1.5095159285817095,0.6522736700913033,0.6141788039500269,-0.295792847539589,0.9704685562329923,-1.1799837743718617,0.7938592310678605,-0.10704606740134669,-0.2181673737728298,0.45697289805370483,-0.147894208166945,3
-3.337251008789022,-1.7363754334268002,1.0909281202988172,-0.3737895039303248,-1.4838690322599601,-0.5640975174226921,-1.7118322330668718,1.1776294475661815,0.2760563117432663,1.3307524663797412,2.0130721316484523,1.6792984160898483,1.543133422860098,0.10692917646755078,1.1925520596630035,0.6094781185388307,0.32291027230970554,-0.060244851084943624,-0.6781069783718787,1.1507121027330942,0.325611468334144,-0.25041691295485785,-0.3082205314315107,0.4110454907506244,-0.09073593361741197,4
-0.34280111047220496,4.416655794839518,-1.3269348641361756,1.2799355562059844,-0.5828017018310273,-0.08167674561639354,-0.8570998142442979,-0.5981980664046741,0.9379436495837485,0.31126629842791026,-1.1253899957987337,1.3321507355826334,-0.4790621084846214,-0.38933777175658707,-1.7873726922709796,-0.5291513320179401,0.48904061993254927,-0.25843172245374463,0.8835046382509265,-0.7605468075424847,0.660443301466619,0.09113044461021702,-0.35461009598461973,0.43125950605956836,-0.21099707709516374,3
-3.2840983805968045,3.9887517004497792,0.05900996699948983,-0.7409361204629097,-1.7106819493696714,-2.741404144933251,0.5668557439106453,-1.4675847954853005,-0.9256534439597526,-1.0324167444945047,1.5705815935034066,0.6504429673448409,0.8048971414544849,-0.19115177459430938,0.4911385663485897,-0.10986645700828734,-0.9949815396623765,1.6421098015832543,-0.24795161171662577,-0.6344971087062852,0.1382103449320598,0.26042259462460826,0.2348608036323695,-1.108788699164539,0.362367757035258,3
-3.134083109356487,6.285827528876228,0.4151201168911679,-0.8524232283818391,-0.20543842608343332,-1.3144941459083093,1.8319538591094158,1.5641070963637829,-1.6649931352491958,0.5661516853549418,-0.6283400417718612,0.4996170242136096,-0.06452968886229651,0.4353703498682607,1.120251153694831,-0.8775412595263272,-0.21157466017576823,-1.4588475048671854,0.8073654781438819,1.473104164208519,0.6582076331931178,-0.7957829621579553,0.7759621129459131,-0.15199651985029666,-0.2428407417931585,3
-3.2975459958203324,1.7473883679807545,-1.4383459893766821,-1.179455228646648,1.1492139808723345,0.04445594166924368,-2.119581806893638,-0.5466358888723842,0.21021791947607613,-1.3555310609990476,1.2763376127971262,-0.03687842688218224,-0.0028980602253170853,-0.008954432479215563,0.4662378466376262,-0.11151834126570305,-1.0419659987512868,-0.6721838274577311,-0.756179486235661,-0.18942963572980728,0.2659401120608398,0.07939552040479678,0.6698369065117203,-0.42872396806159646,0.42130169906598397,3
-3.396978029279952,-0.5513475546742624,-0.4357908756918657,-0.31712039877250375,0.8596750745358973,-0.20599788992158555,1.2417355645757446,-0.749927881241687,0.7803875323180938,0.05892840167173833,-0.1694897839755105,0.09733872699408198,1.9204623429732353,-0.24371369611449462,0.455405079872125,0.5883680336615121,-0.7451523697842691,1.1093013848603366,2.1806667644359345,-0.12074919829175558,-0.07430579245033814,0.42919429690867594,-0.30988116076108446,0.39538803496545194,-0.15816926937850448,3
-4.079364482894811,6.983723658548212,2.5740564929906813,0.10427619861531207,-0.43158487278303703,0.6237724308647143,-1.8259799844616265,-1.1456654611596373,-0.39603915480269225,0.8528941815678774,-0.7900551459610519,0.07829623879352009,-0.3187144664204322,0.709307141820761,0.91349388071547,0.9900783600754441,0.6681705183650161,0.0625696970716631,-0.18601762266982533,1.14155796213392,-0.0386099795533089,2.382166092543745,-0.3502755509256138,-1.2478040476300645,-0.1847041174406466,3
-4.299343598327287,4.307220803132793,1.2240667600743644,0.8851838707160392,-1.3249266843120693,0.35717678764248295,1.9676939454176674,-0.5857999076902594,3.271415094453807,1.0206682132956761,0.18052637697928237,0.21014849041995975,-1.2504010251008242,-2.2638059843462477,-0.8756044938582728,1.654700287629844,0.14396468457305361,0.22215850886371544,-1.4968645513320356,0.27460581789811545,0.0950416713987201,0.06402167299535234,-0.4571380742753886,0.20187700129785438,-0.22186102597442892,4
-0.6452672636125237,-1.7612996829194865,-2.7768614807392313,-1.2621031255399249,0.43431085890693577,-0.4157126252748469,-0.9544025073773578,-0.13644959965574513,0.10782586449712307,-1.1798266203312007,-0.7461287972205464,-0.37008877896360404,-0.7862314063784253,-1.6880547279789078,0.24795424637426913,0.01835163365338237,-0.01223896261035101,-0.30753919764668886,-0.25189551449167275,-0.25612097652266097,0.16899504365890328,-0.030533761421952618,-0.2760643791233129,0.44181327218282884,-0.07639601388536996,3
-3.249634633113761,3.4117578117955514,-1.3769119380415207,0.06142142334540457,-0.7467058047035777,-0.4072350109233399,-0.07886900255014347,-1.1294687005852317,1.3956698584992804,0.3858808485965396,-1.3018779547307133,-0.3349603437873193,0.7037605543756029,0.08919095126067389,-0.1653063005231499,1.3598255045447647,0.6181674514454892,-1.157030029047304,0.6526168242920929,-0.2552702701452025,0.24926207377026957,-0.006390282187908331,-0.2963005006324899,-0.568676494165235,0.7294445819579095,3
-3.3405524050244453,0.4607390846029006,-0.392217794781235,-0.3674368067782379,0.15583112973590707,-1.3567847223917324,-0.15510932205407602,-1.4105951875419225,-0.027618776945139544,-0.15100728948151634,-0.5984625659390311,-1.5405789876408553,-0.6401209000928071,0.07403160511801014,-1.0954551102577528,0.7781048135168152,-0.3312470180318054,-0.321097302977174,-0.5672500583830772,-0.1575747078594237,-0.2719363642174318,0.6470004592771169,0.680125456775254,0.25063273213464143,-0.14933431577191045,3
5.088369062944444,5.926220116603478,-0.00424903841194942,4.189230278598994,-1.223149009504429,-0.4758069033776816,0.8064241019996137,-0.5186152090063595,-0.21778468826820813,-0.4513853188887402,0.7505307734938659,0.10691136629368728,0.5960419219981613,1.0988282141357066,-0.7807042237644722,-0.8817677648066748,1.7249845192490987,-0.23549472626415624,-0.6851471516704553,1.1182261901656072,0.04279341797991254,0.6742594012309793,0.5036851421435836,0.20515102528806234,-0.17710038185682944,3
-3.0943737352196563,4.786319269158712,1.4745823728540315,-0.407731562237723,0.23269993909289016,1.1021841190784007,-0.06921361128984042,-0.7017034549920086,0.04265138051126949,0.3310292248091853,-1.8629034306828383,-1.6878945781327592,-1.0954986495092633,0.7326436627244849,-0.8795030113342134,-0.6047479588056593,0.6025114072560903,0.13481632741733618,-0.008454608415056198,0.024115139440168045,0.8149392523814675,-1.5470026855510792,0.4414639728360353,1.0948777882916485,0.3496095004147727,3
